,review_body,review_date,hotelName,hotelUrl
10,"Spacious room and delicious breakfast. Though the front office staff wasn't that friendly towards us and said rude things. The food was delicious, the staffs were all friendly and the room boy left a cute note in the room.","June 16, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
11,"We spent 3 nights here. The hotel itself is quite new. Rooms and common areas are very clean and well maintained. The pool area is large enough that it never gets too full to swim or find a lounger, and as a bonus they place great music. The best part about this hotel in my opinion is the location. You’re less than a 2 minute walk to the beach. As well as less than a 5/10 minute walk to the main area of Canggu with tons of delicious restaurants, cafes, and beach clubs. ","June 13, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
12,"Absolutely perfect hotel in the best area of Bali. New, comfortable, brilliant in every way, except for the noise in the rooms. The walls are simply too thin. This ruined an otherwise perfect stay at this hotel.","June 13, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
13,I stayed here for a week with friends and the hotel is in a great location. The staff are friendly and helpful. The room was very spacious and clean. I used the gym and it was basic but plenty of equipment to get a good work out done. The food by the pool was delicious and generous in size also with very reasonable prices. My only complaint would be that the bed was very hard! But I will definitely stay there again? ,"June 7, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
14,"Pros: Clean rooms, newer hotel, friendly and attentive staff who spoke good English, comfy bedsCons: breakfast was average, shower pressure and temp were inconsistent during showers, construction noise","June 4, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
15,"nice room, nice ambience, great service.really worth to stay here.the bed is very comfortable, bath room has nicr and unique shower. near to a lot of great restaurant. you can go around to many many great restaurant. love to stay here.","June 3, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
16,The hotel is in a great position close to Echo Beach and the staff were fantastic. However the shoddy quality of the building with bits broken and very little insulation meant for a bad nights sleep for us.,"June 3, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
17,Great hotel with splendid staff and breakfast. Best neighborhood to stay in Changgu. All hotspots within 15 minutes of walking! Pool is brand new and clean. Only downside are the towels. The big towels are often not available and the old blue small ones are not suitable. ,"June 1, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
18,"Room was great, hotel was very nice and in a great location just 5 mins from the beach and the lawn cafe. Amenities were clean and breakfast variety was great! Food was amazing! Perfect stay and will definitely be back!","May 31, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
19,"Easy to walk to the beach or into town. Didn't need a scooter as the hotel is well situated between several places to grab a good dinner, cafe, shop, book a surf board, or just explore Canggu. My recommendation though is if you do find a good driver, book them to take you on tours, to your next hotel, or to the airport. Mr. Putu is my recommendation, he is a professional driver, not a taxi. +62 878-6170-4792 is his WhatsApp.. Great guide and driver.","May 26, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
20,"Taxi mafia situation in Canggu is ridiculous. A local taxi from the hotel to airport costs 375,000 IDR. Almost double that of bluebird. The hotel cannot do anything except to advise its guests to walk all the way to the main road if you want to take Grab, GoJek or Bluebird. Extortionist. You should let guests know about this before booking this hotel.","May 20, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
21,Clean rooms and staff very accommodating. Good breakfast with lots to choose from. 5 minute walk to beach. Lots of building happening around resort although doesn’t affect sleep. Great pool. Lots of lovely restaurants close by.,"May 19, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
22,"Great facilities, excellent pool, reasonably priced food and drink, very friendly staff. I booked this through a travel agent as a package deal with flights and was pleasantly surprised due to the low prices. Would stay here again for sure. ","May 16, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
23,"We really enjoyed our stay at the Eastin Hotel in April. Good location near the beach, and town centre, bedrooms nicely appointed, pool and bar area excellent, and staff super. Town itself is charming.","May 11, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
24,"* Stayed in room # 629* Overall no bad comments for this newly built hotel at great location.* Hope their morning buffet breakfast spread can be better improve with more choices!* We loved the Espresso machine Pod Brewer and selection of premium Dilmah teas in our room!* Lots of shaded indoor parking space for cars and motorbikes.* Good security and blissful area with beautiful early morning view overlooking Mt Bedugul, Kintamani and Mt Agung! ","May 8, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
25,"The Hotel was great, the room was extremely clean and spacious with balcony. Staff were friendly and helpful. The restaurant food was excellent. Fantastic pool area with lots of beds and a pool bar. Great Location, walking distance to the beach. ","May 7, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
26,Eastin Canggu is a new and moder hotel with affordable prices. Great location jsut a few minutes walking to the beach in Canggu and also a few minute distance of restaurants and bars. Great breakfast and friendly staff we can totally recommend to spend a few days in Canggu.,"April 28, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
27,"Newly built, five minutes from Batu Bolong, but away from the weekend noise of Old Man's, the Eastin Ashta has everything you would want if you are looking for a very comfortable stay in Canggu. Rooms were large and spacious and aesthetically pleasing; the grounds were beautifully maintained; and the staff were friendly and accommodating - housekeeping even left me a very nice note after my first night's stay. One minor detail that could be improved upon is that the lighting in the room was dim especially in the evenings. Overall, though, a great stay and the price was an absolute bargain. I wouldn't hesitate to stay here again next time I'm in Canggu.","April 28, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
28,"The rooms look pretty new and are spacious and clean. The rain shower head was amazing! I want to get on in my house! Pool area was nice. Only thing was the rooms were quite dark. There didn’t seem to be a main light. There were large glass doors, however, being on the ground floor with a pathway outside we didn’t necessarily want to sit with the curtains wide open. Service was good and overall great value for money.","April 25, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
29,"This hotel is new, clean spacious rooms, wonderful staff and nice pool to relax. The hotel breakfast was very tasty and open till 11:30 for those who enjoys a looooong brunch of endless food/drinks. Very close to beach and walking distance to nearby shops.We enjoyed out stay here and will definitely be coming back!","April 25, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
30,"We needed a base camp for a Bali wedding we are attending. It ticked all the boxes; Friendly staff, reasonable prices, very short walk to shops and the beach, good food and relaxing vibe. We’d happily stay again","April 25, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
31,"Hotel is great, staff are welcoming and professional. Away from the hustle of Seminyak, however traffic can be a bit of an issue but not a major one. Overall, the rooms and facilities are great, would come back here again. ","April 23, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
32,Wonderful service with friendly smiles all the time. Clean and extremely comfortable beds. Shower was amazing with three variations. Pool area has a lovely vibe to swim or relax in. Good walking distance to beach and cafes + massage/pampering places. ,"April 21, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
33,"Sadly due to an emergency back home we only stayed one night, all staff from check-in to check-out, the pool and restaurant were friendly, helpful and efficient. The area we only walked to the beach which was 2 mins down the street and there seemed to be a few restaurants near by. The room was clean and like the pictures advertised. ","April 21, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
34,"From the room size and comfort to the helpfulness of staff in sorting out super cheap spa treatments and moped rental, this is a fantastic place to stay. It’s within walking distance of the beach and lots of lovely bars and restaurants too. Also really liked their pool area and food, especially the tacos they do in the afternoon.","April 19, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
35,"Great experience! My boyfriend and I stayed four nights for about $400 USD. The hotel is gorgeous, very clean. The furniture in the lobby is a bit dirty/dusty looking but of course that’s from the hundreds of travelers bringing sand and dirt into the hotel from the beach. The location is OK. If you’re just staying here for the beach, it’s a perfect walking distance. But, as far as other things, there isn’t much to do within a good walking distance. A lot of stray dogs in the area, only places very nearby are an alcohol store, beach stores, and yoga places. But obviously that has nothing to do with the hotel itself. We booked a deluxe room which was on the fifth floor. Our room was gorgeous and very clean. The only thing is, the shower room is level with the rest of the hotel room. Our drain was clogged the first day, so our hotel room was FLOODED afterwards and some of our belongings got soaked. The next day, maintenance came to unclog the shower, and it was better - but the drain is still slow. Don’t use multiple functions at once on the shower head or water will escape the shower room at least a little bit. We had to stick a towel under the door for the entirety of our stay. Also, there was a very strange lingering diarrhea smell in between the shower room and the bed. It was there since we got there, not sure what caused it, but I ended up sleeping on that side of the bed so I’d consistently smell it if I ever reached on the bed stand to pick up my phone or whatnot. May have just been our room with the problems. But overall, this was a beautiful resort and I recommend it. The dining hall is gorgeous, clean and the food is good. I only wouldn’t recommend getting mie goreng there because they add way too much salt. The pool is gorgeous, is cleaned by hand daily, and the water temperature is perfect. They have a gym as well. ","April 16, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
36,"We loved our stay here. The service is impeccable and the staff are lovely. It has everything that you need on-sight and is very close to most other things. It is a short walk to Echo beach and from our exploring we felt like it was on the best street, as it was close but also quasi-quiet. The street is quieter, but still includes coffee shops, restaurants, cocktail bars, and scooter hire. It just does not have the hustle and bustle of the other streets similarly close to the beach - but you can walk to the busier streets if you want too. Breakfast was fantastic. Changed everyday to keep it interesting. Food was fresh and tasty, and they make eggs, pancakes, and waffles to order. It’s a buffet, with western/eastern foods. We spent hours everyday at the pool, and loved the cocktails at the bar (2-4-1 between 5-8pm). Room was clean. Bed was soooo comfortable. Cleaned everyday at a time you could choose if this was more suitable. Going back to service: they assisted us with private transfer to and from the airport. Even when we landed at 2am and when that flight was cancelled. We hadn’t paid for breakfast but when we missed a night I asked if we could transfer that money to breakfast and they very kindly agreed. They made re-booking extra nights easy, and assisted us with private car for day trips. I cannot recommend this place more.","April 13, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
37,"Easton Ashta is a nice, new hotel, has friendly staff, a great buffet brekkie and a really nice pool and restaurant. It is however really noisy. You can hear construction work right near the hotel from your balcony, people walking up and down the hotel corridors as well as room doors slamming and people talking in their rooms - the walls must be thin. we came here as a family but it seems mainly for couples and singles even though there is a kids crèche. Canggu is not really a family friendly location...the streets are hard to walk on with kids as they are so busy and narrow. Not sure what the hype of Canggu is - it is a dirty, party area. If your looking to come here with family- rent a nice villa away from the hustle and bustle","April 10, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
38,"Very nice hotel, clean and well maintained rooms, very helpful staff. Hotel provided us with airport transfer and rented us scooter, so we didnt have to take care of anything. Large pool is also very nice and clean providing enough space for all guests, with pool bar (prices are higher than in other restaurants in canggu).Only minus would be the running construction work right next to the hotel. They are building there a huge resort, working from early morning till late evening and it can be disturbing when sitting on balcony or at pool.","March 27, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
39,The Easton hotel is located only minutes from the beach. The staff are very attentive and friendly. The restaurant has a great breakfast and dinner menu (we did not try the lunch menu as we were out during the day). The rooms and the entire hotel are very well kept and clean. There is some new construction going on in the neighborhood but the noise was not too loud.,"March 26, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
40,"Eastin Ashta Resort are a beautiful new development in Canggu, in an excellent location and with gorgeous sunset views by the pool. I highly recommend the in-house green tea scrub as well as lemon facial (perfect for any pigmentation from sun exposure). The breakfast is by far the best I of anywhere I stayed in Bali, with a generous buffet selection catering to both Indonesian and Western tastes. The hotel seems to be fantastic for families, with an on-site creche for little ones, whilst you escape to the beach just a short walk away. There are some lovely little bars and restaurants by the coastline which are ideal for watching the sunset in the evenings, it's also much less busy than some of the other stretches of shoreline. There is also a business centre should you desire a quiet place to work. Wifi and connectivity were fast and accessible, which can be a rarity around Bali!Should you rent a car or scooter, they have their own car park with free parking to keep this safe. Overall I cannot rate my stay with Eastin Ashta any higher, the exceeded all expectations and i would definitely be staying with them again on my next visit to Canggu.","March 22, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
41,"New and modern hotel located in a laid back street, near loads of cute cafes and restaurants. Large pool and small kids wading pool, with a decent breakfast offering and great array of poolside snacks. All very reasonable priced. 5pm - 8pm happy hour with 2 for 21 cocktails is always a hit!","March 17, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
42,"Eastin is really nice hotel located in canggu. I saw many hotels in canggu but I think Eastin is pretty safe hotel in canggu. Also is modern and new hotel, very lovely to had 2 nights in Eastin. Staff is friendly. Food is so delicious for opening hotel!! Wonderful!! But sorry to say, my room was so hot. I was put 18 in my room but still is very hot. The room no going cold.And also it strange for me because everytime you going out to the balcony the AC off and you have to turn on again. Maybe it will be nice if directly On. So we no need to turn on if we going to the balcony. But overall is fantastic!!","March 16, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
43,"We spend 4 nights at Eastin. What could i say.... The staff was professional, friendly, smiley, efficient. Breakfast was better than anywhere else. Very nice Room extra clean.I strongly recommend this hotel. One of our best hotel in Bali.","March 15, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
44,We loved our 4 night stay. The rooms are lovely and spacious. Loved the separate shower room with the marble bench. The shower faucet was fantastic with press buttons for different pressure. Room service was great with plenty of choices. We ordered many different meals over our stay and all were fresh and delicious. The buffet breakfast was fantastic...loads of choice and all delicious. Great coffee. Pool was lovely and there were plenty of sun beds and bean bags for guests. We will be back!!,"March 9, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
45,This hotel was the best and right on the beach next to everything like the lawn. I would stay hear if going to Bali.. you can walk to the beach and they have garage parking. The waves are impressive and this is great chill vibe away from seminyak ,"March 8, 2019","0    Eastin Ashta Resort Canggu
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g311298-d14172686-Reviews-Eastin_Ashta_Resort_Canggu-Canggu_North_Kuta_Bali.html
